206.3841153,0.020232412,208.4159159,0.099525573
232.9145683,0.020219927,222.7015444,0.09951885
249.241001,0.020212244,242.0951855,0.099980312
260.4624222,0.019971669,260.459421,0.099736376
272.7072467,0.019965907,279.8440586,0.09949196
286.9958764,0.020194477,304.3307063,0.099245143
318.6283396,0.020179591,318.6103325,0.098767835
329.852762,0.020174309,328.8083505,0.098292447
340.05078,0.019698921,343.0909778,0.098050432
352.2956045,0.019693159,355.3297999,0.097574084
366.5752306,0.019215851,367.5626197,0.096627151
379.8404571,0.019209609,380.8128403,0.095444445
394.1290869,0.019438179,392.0282591,0.094733285
416.5809329,0.019662907,406.2988818,0.093550099
430.875565,0.020362063,417.5112995,0.092603646
440.0651857,0.020828326,432.8023241,0.091419979
454.362819,0.021762775,444.0207442,0.090944112
465.6052485,0.023169249,457.2739659,0.089996699
480.9232838,0.024103217,472.5679918,0.089048325
493.1861153,0.025509211,480.7252057,0.088573898
515.6709744,0.028322159,498.0570345,0.087389271
527.9398083,0.030198738,519.4764737,0.086673309
540.2026398,0.031604732,540.8989142,0.08619264
552.4684726,0.033246019,554.1431324,0.084539349
565.748705,0.03441624,565.3555501,0.083592896
577.0031392,0.036763885,579.6261727,0.082409709
588.2455688,0.038170359,588.8007875,0.08169951
600.5053991,0.03934106,602.0510081,0.080516804
612.7712319,0.040982347,613.2574234,0.079099765
626.0574666,0.042623154,625.4902432,0.078152832
637.2998962,0.044029628,636.7026608,0.077206379
649.5567253,0.044965036,649.9468791,0.075553088
660.8081584,0.047077388,661.1592968,0.074606635
673.0769923,0.048953968,672.3597097,0.072719011
685.3488274,0.05106584,685.5979256,0.070595134
697.6206625,0.053177712,696.8103433,0.069648682
709.8804929,0.054348413,710.0545615,0.06799539
722.1493268,0.056224993,722.2813789,0.066577872
734.4151596,0.057866279,734.5081962,0.065160353
745.6485855,0.058566875,748.7938248,0.065153631
760.9726232,0.059971429,759.9972389,0.0635013
772.2120515,0.06114261,775.2912648,0.062552926
786.512686,0.062312351,786.5096848,0.062077058
799.7899172,0.063247279,800.7713039,0.060187994
810.0119447,0.064654234,819.1205335,0.058767594
