198.9813243,0,198.9813243,0.113063584
218.5059423,0,218.5059423,0.112774566
233.7860781,5.78035E-05,233.7860781,0.113352601
249.0662139,5.78035E-05,250.7640068,0.112485549
265.1952462,5.78035E-05,266.0441426,0.112774566
282.1731749,5.78035E-05,280.475382,0.113641618
297.4533107,5.78035E-05,295.7555178,0.112774566
312.7334465,-0.000231214,312.7334465,0.113063584
328.8624788,-0.000231214,329.7113752,0.112485549
344.1426146,0.000635838,344.991511,0.112196532
363.6672326,0.000635838,361.1205433,0.111907514
378.098472,0.000924855,381.4940577,0.11132948
396.7741935,0.00265896,396.7741935,0.11017341
413.7521222,0.003815029,413.7521222,0.108728324
432.4278438,0.006127168,433.2767402,0.10699422
451.1035654,0.009884393,451.1035654,0.103236994
471.4770798,0.015086705,473.1748727,0.098034682
492.6994907,0.021445087,492.6994907,0.090809249
516.4685908,0.030115607,516.4685908,0.080982659
540.237691,0.03849711,541.0865874,0.073468208
564.8556876,0.044855491,564.8556876,0.067976879
590.3225806,0.048612717,588.6247878,0.062485549
612.3938879,0.051791908,612.3938879,0.059595376
633.6162988,0.053236994,631.9185059,0.058728324
653.1409168,0.053526012,655.6876061,0.057861272
672.6655348,0.054104046,670.9677419,0.05699422
692.1901528,0.054393064,692.1901528,0.057861272
710.8658744,0.054104046,710.0169779,0.05699422
727.8438031,0.054104046,728.6926995,0.05699422
746.5195246,0.053236994,746.5195246,0.058439306
764.3463497,0.053236994,764.3463497,0.058728324
781.3242784,0.052369942,783.8709677,0.058728324
800.8488964,0.052080925,801.6977929,0.059306358
818.6757216,0.051213873,818.6757216,0.06017341
836.5025467,0.050635838,837.3514431,0.060751445
853.4804754,0.049768786,855.1782683,0.06132948
871.3073005,0.049479769,874.7028862,0.061907514
885.7385399,0.048612717,886.5874363,0.061907514
